code,name,very_good,good,very_poor
N81039,OAKLANDS,0.285499636,0.491642914,0.017869352
N81040,HIGH STREET PRACTICE WINSFORD,0.612813904,0.315251354,0.024933482
N81041,HELSBY STREET MED/CTR,0.451025128,0.330048021,0
N81042,MANCHESTER ROAD MEDICAL CENTRE,0.655181423,0.277029642,0
N81043,HASLINGTON SURGERY,0.387906263,0.289709024,0.023136828
N81044,DP GPS HARDY & PTNRS,0.438865659,0.319076973,0.022553664
N81045,PEELHOUSE MEDICAL PLAZA,0.42679235,0.359007799,0
N81046,PARK MEDICAL CENTRE,0.60484555,0.289454481,0
N81047,THE KILTEARN MEDICAL CTR.,0.297469278,0.40201168,0
N81048,FEARNHEAD CROSS MED.CTR.,0.311421216,0.453781709,0.006317774
N81049,ANNANDALE MEDICAL CENTRE,0.588060658,0.333648319,0
N81050,THE GREAT SUTTON MED.CTR. (GREEN),0.413370393,0.472927422,0.009934631
N81051,THE WEAVERHAM SURGERY,0.349034037,0.285079574,0
N81052,LAWTON HOUSE SURGERY,0.557149847,0.327123043,0.006450629
N81053,EARNSWOOD MEDICAL CENTRE,0.47796788,0.354966644,0.028723699
N81054,WEAVER VALE PRACTICE,0.530071838,0.346628533,0.03983924
N81055,WATLING STREET SURGERY,0.395607576,0.415304602,-98
N81056,FOLLY LANE MEDICAL CENTRE,0.523159124,0.326667825,0.013213941
N81057,TOWER HOUSE PRACTICE,0.512304345,0.299260074,0
N81059,CULCHETH MEDICAL CENTRE,0.427820111,0.341488504,0
N81060,NESTON SURGERY,0.577198872,0.35129446,0
N81061,WITTON STREET SURGERY,0.43967934,0.353627949,0.044495267
N81062,CUMBERLAND HOUSE SURGERY,0.530196314,0.32507079,0.038001154
N81063,YORK ROAD GROUP PRACTICE,0.409900649,0.386426279,0
N81064,NEWTOWN SURGERY,0.272308554,0.303545952,0
N81065,LATCHFORD MEDICAL CENTRE,0.613051634,0.245202025,0.012568693
N81066,GROVE HOUSE PRACTICE,0.391628999,0.333082085,0
N81067,OAKWOOD MEDICAL CENTRE,0.382087223,0.415129059,0.012014125
N81068,GROSVENOR MEDICAL CENTRE,0.322967745,0.310865667,0.019419769
N81069,CHELFORD SURGERY,0.704494147,0.154783864,0.058698982
N81070,HANDFORTH HEALTH CENTRE,0.623050808,0.278724809,0
N81071,CINDERHILL LANE SURGERY,0.497797212,0.340633306,0.014161005
N81072,MURDISHAW,0.323974222,0.28073986,0
N81073,PRIORSLEGH MEDICAL CENTRE,0.505182036,0.356265839,0.014877053
N81074,LAUNCESTON CLOSE SURGERY,0.559339064,0.247906219,0.046915194
N81075,STOCKTON HEATH MED.CENTRE,0.358426834,0.347629411,0.009400316
N81077,THE HEALTH CENTRE (HOLMES CHAPEL),0.488146286,0.371240295,0.036211297
N81079,THE ELMS MEDICAL CENTRE,0.458899604,0.415449925,0
N81080,NORTHGATE STREET MED CTRE,0.620730575,0.182859375,0.027174335
N81081,GARDEN LANE MEDICAL CTR.,0.400281636,0.462674878,0.051054363
N81082,DR CR NEUKOM & PARTNERS,0.530347668,0.254004337,0
N81083,PARKVIEW MEDICAL CENTRE,0.267991937,0.273722165,0
N81084,ROPE GREEN MEDICAL CENTRE,0.606463394,0.284136073,0.005521256
N81085,PARK LANE HOUSE MEDICAL CENTRE,0.406136743,0.387406039,0.007306793
N81086,WILMSLOW HEALTH CENTRE,0.534749771,0.323818125,0.017030453
N81087,DANEBRIDGE MEDICAL CENTRE,0.316074541,0.348748695,0.0414358
N81088,PARK GREEN SURGERY,0.619342862,0.274069966,-98
N81089,GREENBANK SURGERY,0.281649032,0.450901772,0.009038431
N81090,TUDOR SURGERY,0.444326217,0.301082408,0.023200601
N81091,WHITBY GROUP PRACTICE SURGERY   (BLACK),0.586526842,0.287031339,0
N81092,HOPE FARM MEDICAL CENTRE,0.579695178,0.296554971,0.006463641
N81093,WHITBY GROUP PRACTICE SURGERY   (RED),0.473298113,0.380496451,0.009771392
N81094,THE GREAT SUTTON MED.CTR. (RED),0.604328789,0.294351535,0.018038425
N81095,THE GREAT SUTTON MED.CTR. (BLUE),0.413468842,0.39624839,0.032754615
N81096,BROOKVALE PRACTICE,0.482608028,0.301776306,0.023387279
N81097,DALLAM LANE MEDICAL CENTRE,0.430958279,0.314631394,0.012767878
N81100,UPTON VILLAGE SURGERY,0.629722312,0.265153243,0
N81101,THE HANDBRIDGE MED.CTR.,0.518054541,0.298755134,0.00624787
N81102,HOOLE ROAD SURGERY,0.457960415,0.338815147,0
N81104,THE WILLASTON SURGERY,0.734303389,0.199419031,0.016900549
N81107,MANCHESTER ROAD SURGERY,0.648263991,0.129671675,0.038564346
N81108,THE LAKESIDE SURGERY,0.42576779,0.418166029,0.012368474
N81109,PADGATE MEDICAL CENTRE,0.483640877,0.40682752,0.011280201
N81111,MEREPARK MEDICAL CENTRE,0.613929061,0.285162683,0.010813716
N81112,THE SCHOOLHOUSE SURGERY,0.611139548,0.260746935,0.016170883
N81113,MIDDLEWICH ROAD SURGERY,0.38665164,0.429301345,0.010150463
N81114,BIRCHWOOD MEDICAL CENTRE,0.438365976,0.344717879,0.005683619
N81115,LACHE HEALTH CENTRE,0.397499918,0.448588404,0.029274901
N81117,OLD HALL SURGERY,0.46496836,0.401369498,0.016654966
N81118,MEADOWSIDE MEDICAL CENTRE,0.412355096,0.392136557,0.005318388
N81119,HOUGH GREEN HEALTH PARK,0.673879763,0.211271887,0.027885972
N81120,KELSALL MEDICAL CENTRE,0.735391726,0.173372724,0.019069733
N81121,NORTHGATE VILLAGE SURGERY,0.593692622,0.332899274,0
N81122,WESTBROOK MEDICAL CENTRE,0.704038669,0.242266588,0.006003937
N81123,WILLOW WOOD SURGERY,0.48240129,0.41523288,0
N81124,JACKSON AVENUE HEALTH CENTRE,0.543469784,0.34297243,0.018851091
N81125,NESTON MEDICAL CENTRE,0.601583686,0.285533056,0
N81126,FARNDON HEALTH CENTRE,0.580768964,0.227955951,0.041055366
N81127,THE WEAVER VALE SURGERY,0.529835293,0.324711731,0.008509169
N81607,WESTMINSTER SURGERY,0.500965859,0.256692059,0.005443546
N81614,THE SURGERY,0.874018214,0.113880365,0
N81618,HEATH ROAD MEDICAL CENTRE,0.730396403,0.160680326,0
N81619,OAKS PLACE MEDICAL CENTRE,0.592673057,0.296189635,0.013265025
N81623,STRETTON MEDICAL CENTRE,0.502015976,0.323841933,0
N81624,THE ROOKERY SURGERY,0.393095026,0.302749546,0
N81625,WEST BANK MEDICAL CENTRE,0.513534436,0.269737513,0.040086832
N81626,WESTERN AVE MEDICAL CTRE,0.450284381,0.257785638,0.005895513
N81628,THE ERIC MOORE PARTNERSHIP,0.349550876,0.299392475,0.059220949
N81632,BROKEN CROSS SURGERY,0.622354231,0.255119447,0.008986167
N81634,CCA CARE PARTNERSHIP,0.419390069,0.352150409,0
N81637,COCKHEDGE MEDICAL CENTRE,0.511097447,0.22623002,0.05818624
N81642,THE ACORNS SURGERY,0.59026717,0.258051177,0.008358277
N81645,4 SEASONS MEDICAL CENTRE,0.495435016,0.276064768,0
N81651,UPTON ROCKS PRIMARY CARE,0.325755363,0.383286579,0
N81655,ST WERBURGH'S MEDICAL PRACTICE HOMELESS,-97,-97,-97
N82001,THE MARGARET THOMPSON MED CENTRE,0.441010188,0.386144107,0.006938303
N82002,YEW TREE CENTRE,0.661357108,0.223852269,0.021352194
N82003,DOVECOT HEALTH CENTRE,0.506108213,0.349697253,0.027366373
N82004,GARSTON FAMILY HEALTH CTR,0.43941011,0.273273892,0.052861464
N82009,GRASSENDALE MEDICAL CENTRE,0.572407149,0.262222302,0.01142313
N82011,PRIORY MEDICAL CENTRE,0.516683772,0.325581078,0
N82014,LANCE LANE MEDICAL CENTRE,0.660701796,0.249351797,0
N82018,ELLERGREEN MEDICAL CENTRE,0.451055938,0.375755007,0.00762106
N82019,LANGBANK MEDICAL CENTRE,0.4750196,0.288025249,0.021347154
N82022,EDGE HILL HEALTH CENTRE,0.397806653,0.414128904,0.028138626
N82024,EATON ROAD MEDICAL CENTRE,0.544472823,0.323933895,0.014520149
N82026,DR PF MULLEN'S PRACTICE,0.365678845,0.401136134,0.008051658
N82033,DINGLE PARK PRACTICE,0.925837375,0.047102268,0.017437574
N82034,THE VILLAGE SURGERY,0.550463443,0.264101967,0.099671147
N82035,MATHER AVENUE SURGERY,0.566705321,0.354599285,0.00573458
N82036,NETHERLEY HEALTH CENTRE,0.184155272,0.269342248,0.01224779
N82037,WESTMORELAND GP CENTRE,0.402676749,0.325218225,0.022233386
N82039,STORRSDALE MEDICAL CENTRE,0.577959443,0.286465283,0
N82041,OAKVALE MEDICAL CENTRE,0.510796846,0.258153289,0.005589474
N82046,DR M FLYNN'S PRACTICE,0.518744437,0.271345739,0
N82048,WALTON MEDICAL CENTRE,0.641963826,0.260228282,0.020444837
N82049,WESTMINSTER MEDICAL CENTRE,0.384600974,0.363549249,0.014962139
N82050,GATEACRE MEDICAL CENTRE,0.436783938,0.293869502,0.015433529
N82051,CHILVERS MCCREA MEDICAL PRACTICE,0.395209912,0.299541952,0.006427328
N82052,TOWNSEND MEDICAL CENTRE,0.432420564,0.2783593,0.046539208
N82053,AINTREE PARK,0.697650547,0.224946945,0.005530994
N82054,ABERCROMBY FAMILY PRACTICE,0.471997652,0.346804334,0
N82058,ROCK COURT SURGERY,0.489780632,0.288493865,0.018805204
N82059,THE SURGERY,0.550593528,0.199488368,0.037871222
N82060,STANLEY MEDICAL CENTRE,0.587047128,0.259713455,0.027878447
N82062,FULWOOD GREEN MEDICAL CTR,0.598814942,0.267100866,0.020189828
N82065,EARLE ROAD MEDICAL CENTRE,0.545058735,0.285546415,0.015900835
N82066,WOOLTON HOUSE MEDICAL CTR,0.469434542,0.332785632,0.033286736
N82067,DR B DAS' PRACTICE,0.474120411,0.220143648,0.024934972
N82070,THE ELMS MEDICAL CENTRE,0.584924461,0.284308501,0.009229813
N82073,THE ASH SURGERY,0.390807333,0.431716825,0.007224409
N82074,DR RP AGARWAL'S PRACTICE,0.533651685,0.338193218,0.057149803
N82076,PRINCES PARK HEALTH CENTRE,0.399242688,0.322077192,0.006189239
N82077,D.K. SHAH,0.390965563,0.343150101,0.023142516
N82078,J.W. ROBERTS,0.673194901,0.181599699,0.027292913
N82079,GREENBANK ROAD SURGERY,0.720009257,0.217236509,0.009166721
N82081,DR MCBL RENTON'S PRACTICE,0.584795466,0.229978676,0.01929733
N82082,DR PRASAD'S PRACTICE,0.410734727,0.277940461,0.0468875
N82083,JUBILEE MEDICAL CENTRE,0.656497442,0.258492349,0
N82084,GATEACRE BROW SURGERY,0.47022925,0.300476244,-98
N82086,ABINGDON,0.65359051,0.141998096,0.026861509
N82087,GILMOSS,0.45070334,0.251776602,0.007644292
N82089,PICTON N'HOOD HEALTH & CHILDREN'S CENTRE,0.416416044,0.299167051,0.054230242
N82090,GREEN LANE MEDICAL CENTRE,0.615073756,0.26721899,0.022851794
N82091,DR RC LUNT'S PRACTICE,0.603671635,0.259346045,0.013335889
N82092,DR DD BUCKLEY'S PRACTICE,0.766959789,0.183543344,0
N82093,DR PL GUPTA'S PRACTICE,0.413727664,0.389900959,0
N82094,BELLE VALE HEALTH CENTRE,0.336440645,0.415529836,0
N82095,ALBION SURGERY,0.660908013,0.227422805,0.034055393
N82097,THE GREY ROAD SURGERY,0.422166238,0.389858933,0.007834391
N82099,MERE LANE GROUP PRACTICE,0.450612876,0.391829199,0.039751975
N82100,THE FIVEWAYS FAMILY HEALTH CENTRE,0.347801471,0.359083682,0.037337376
N82101,KIRKDALE,0.410726249,0.212765024,0.005552469
N82103,ANFIELD GROUP PRACTICE,0.474408989,0.357395798,0.018937136
N82104,DR EA BAINBRIDGE'S PRACTICE,0.498530231,0.311257193,0.017553735
N82106,THE VILLAGE MEDICAL CTRE,0.56740796,0.270795036,0
N82107,DR SN SINGH'S PRACTICE,0.488118154,0.295699493,0.005060282
N82108,DR PM GRIFFITHS' PRACTICE,0.712207687,0.185121812,0
N82109,SPEKE NEIGHBOURHOOD HEALTH CENTRE,0.746669773,0.184649985,0.006270488
N82110,LONG LANE,0.723457182,0.19754134,0
N82113,FAIRFIELD GENERAL PRACTICE,0.576886236,0.199584271,0.038920908
N82115,VAUXHALL HEALTH CENTRE,0.667279767,0.242036254,0
N82116,HUNTS CROSS HEALTH CTR,0.539468942,0.348540495,0.022113163
N82117,BROWNLOW GROUP PRACTICE,0.516184987,0.196887889,0.025358519
N82617,MARYBONE HEALTH CENTRE,0.347618192,0.516486987,0.008701194
N82621,SPEKE NEIGHBOURHOOD HEALTH CENTRE,0.399405607,0.254088684,0.030470491
N82623,ROBSON STREET MEDICAL CENTRE,0.654925017,0.217210703,0.010018951
N82633,DR S SARKER'S PRACTICE,0.599745812,0.26118277,0.014289463
N82641,SANDRINGHAM MEDICAL CENTRE,0.565232023,0.326398929,0.023810499
N82645,LOCUM DOCTOR,0.422236342,0.355764679,0.015357464
N82646,DR HEGDE & JUDE'S PRACTICE,0.55324533,0.295400423,0.030942654
N82647,QUEENS DRIVE,0.479282608,0.21048208,0
N82648,POULTER RD,0.570268972,0.190249814,0
N82650,SPEKE NEIGHBOURHOOD HEALTH CENTRE,0.55788938,0.237858476,0.012924154
N82651,DR VA HARVEY'S PRACTICE,0.566543507,0.249473918,0.016268323
N82655,MOSS WAY,0.564580657,0.353762419,0
N82657,DHARMANA'S FAMILY & GENERAL PRACTICE,0.765847216,0.141428987,0
N82659,BAYCLIFFE FAMILY HEALTH CENTRE,0.404933409,0.265625301,0.017319392
N82662,DUNSTAN VILLAGE GROUP PRACTICE,0.5118319,0.231936146,0.063186374
N82663,DR K PRAMANIK'S PRACTICE,0.394494656,0.460267421,0.005636347
N82664,ROCKY LANE MEDICAL CENTRE,0.565592584,0.275860386,0.024892728
N82665,EVERTON ROAD HEALTH CENTRE,0.514385597,0.253571997,0.01218565
N82668,WALTON VILLAGE R,0.517082456,0.248037199,0.00520236
N82669,GREAT HOMER STREET MEDICAL CENTRE,0.579430929,0.324810396,0.030524972
N82670,PARK VIEW MEDICAL CENTRE,0.643535626,0.246213189,0
N82671,DR SN RAMAMOORTHY'S PRACTICE,0.435153105,0.248699376,0.005141934
N82676,FIR TREE,0.372409101,0.367444936,0
N82678,STOPGATE,0.523996978,0.346226784,0.008036836
N83001,RAINBOW MEDICAL CENTRE,0.466992678,0.344702894,-98
N83002,PATTERDALE LODGE MED CTRE,0.341974786,0.329158917,0.022812484
N83003,ORMSKIRK HOUSE SURGERY,0.488521749,0.384763288,0.005368346
N83005,MARKET STREET,0.530720012,0.323397003,0
N83006,PHOENIX MEDICAL CENTRE,0.599837965,0.246440664,0
N83007,LINGHOLME HEALTH CENTRE,0.548002248,0.292159705,0.020605672
N83008,BERRYMEAD FAMILY MED.CTR.,0.452839006,0.282232102,0.007943759
N83009,WINGATE MEDICAL CENTRE,0.457909249,0.311194671,0.024866625
N83010,THE VILLAGE SURGERY,0.67471757,0.264585524,0
N83012,MILL STREET MEDICAL CTR.,0.348319273,0.383855389,-98
N83013,THE HEALTH CENTRE SURGERY,0.706791846,0.214374443,0.02582592
N83014,DINAS LANE MEDICAL CENTRE,0.557842306,0.275267584,0
N83015,BLUEBELL LANE SURGERY,0.548353943,0.288102302,0
N83016,THE ACORN PROJECT,0.586086223,0.196096319,-98
N83017,HALL STREET MEDICAL CENTRE,0.368437646,0.426107448,0.012156448
N83018,DR PL JONES' PRACTICE,0.734586449,0.237214613,0.008002456
N83019,BILLINGE MEDICAL PRACTICE,0.493875446,0.386944435,0.012181568
N83020,HAYDOCK MEDICAL CENTRE,0.410624885,0.280471785,-98
N83021,FOUR ACRE HEALTH CENTRE,0.307914655,0.393226134,0.021186814
N83022,LIME GROVE SURGERY,0.389271399,0.296733576,0.045939599
N83023,PARK HOUSE SURGERY,0.603371962,0.303003956,0.027951203
N83024,DR M AHAMED'S PRACTICE,0.587479995,0.296543378,0.021816095
N83025,CORNERWAYS MEDICAL CENTRE,0.619748057,0.251374852,0
N83026,PARKFIELD SURGERY,0.585376935,0.179357112,0.005541054
N83027,CENTRAL SURGERY,0.535678982,0.299452353,0.027065877
N83028,ASTON HEALTHCARE LIMITED,0.444261919,0.272043848,0.034792575
N83030,DR M SUARES' PRACTICE,0.568204875,0.243657855,0.029101497
N83031,ROSEHEATH SURGERY,0.430899391,0.352840652,0
N83032,MERRIMAN & PARTNERS,0.555636019,0.251379994,0.008170452
N83033,DR RI KING'S PRACTICE,0.325333267,0.384145526,0.006295201
N83035,THE SPINNEY MEDICAL CTR.,0.490346306,0.327210752,0.023357072
N83041,RAINFORD HEALTH CENTRE,0.631516378,0.288409023,0.005377585
N83043,LONGVIEW PRIMARY CARE CENTRE,0.533088434,0.285148076,0
N83045,BRIDGE STREET SURGERY,0.377340153,0.403645252,0.017894547
N83047,DR S SINGH'S PRACTICE,0.615192057,0.270319831,0
N83049,KENNETH MACRAE MED CENTRE,0.801546616,0.159718194,0.014175406
N83050,THE BOWERY MEDICAL CENTRE,0.488999127,0.291545919,0.023458241
N83053,LONGTON MEDICAL CENTRE,0.560534293,0.285062383,0
N83054,BETHANY MEDICAL CENTRE,0.612177575,0.279865408,0.016178873
N83055,TRENTHAM ROAD MEDICAL CENTRE,0.51456126,0.302764621,0.009577398
N83056,DR R MESSING'S PRACTICE,0.574595541,0.299829275,0
N83057,DR NJ WYCHERLEY'S PRACTICE,0.721419246,0.220119532,0.006158009
N83060,HOLLY BANK SURGERY,0.809262276,0.116522458,0.015506673
N83601,DR KF THONG'S PRACTICE,0.621894131,0.223274526,0.033853176
N83603,PRESCOT PRIMARY CARE RESOURCE CENTRE,0.592042043,0.378695042,0
N83604,CORNERSTONE SURGERY,0.592587583,0.292846894,0.031761319
N83605,HOLLIES MEDICAL CENTRE,0.437841287,0.221110763,0.06062912
N83608,TOWER HILL PRIMARY CARE RES & COMM CTR,0.658647556,0.221167194,0.009239025
N83609,DR TM AUNG'S PRACTICE,0.484237904,0.371959367,0.011687689
N83610,COLBY MEDICAL CENTRE,0.671878081,0.221183377,0.026915967
N83611,MK & NN RAHMAN,0.459769737,0.289888533,0
N83612,ST JOHN'S SURGERY,0.369938618,0.364127103,0.006666851
N83614,ECCLESTON MEDICAL CENTRE,0.865282857,0.098153099,0
N83619,DR GP NAYAK'S PRACTICE,0.555727125,0.258620348,0
N83620,SANDFIELD MEDICAL CENTRE,0.323698552,0.308717112,0.039682033
N83621,HILLSIDE HOUSE SURGERY,0.512231533,0.313925737,0.035076215
N83622,DR AK SINGHAL'S PRACTICE,0.569504012,0.214654178,0
N83624,DR RAHIL'S SURGERY,0.709388817,0.178577718,0.006327926
N83628,NEWTON COMMUNITY HOSPITAL PRACTICE,0.568222712,0.193996292,0
N83633,NUTGROVE VILLA SURGERY,0.591602328,0.274685495,0.062388677
N83635,THE CROSSROADS SURGERY,0.608458124,0.270942171,0
N83636,LANCASTER HOUSE MED.CTR.,0.578486979,0.252421231,0
N83637,NEWHOLME SURGERY,0.426382503,0.266253026,0.022756403
N84001,42 KINGSWAY,0.728300594,0.189252698,0
N84002,AINTREE ROAD MEDICAL CENTRE,0.33211567,0.365204821,0.011955393
N84003,HIGH PASTURES SURGERY,0.552230637,0.298063969,0.009311321
N84004,GLOVERS LANE SURGERY,0.432911125,0.367762569,0.016696834
N84005,CUMBERLAND HOUSE SURGERY,0.611316445,0.281623587,0
N84006,CHAPEL LANE SURGERY,0.472709405,0.31793975,0.014391317
N84007,LIVERPOOL RD MEDICAL PRACTICE,0.481569584,0.299524543,0.012388639
N84008,NORWOOD SURGERY,0.578885741,0.294918308,0.028542291
N84009,AZALEA SURGERY,0.554383023,0.30563265,0.019354105
N84010,MAGHULL HEALTH CENTRE (DR SAPRE),0.293205954,0.340222935,0.042401631
N84011,EASTVIEW SURGERY,0.397786315,0.363162891,0.041047685
N84012,AINSDALE MEDICAL CENTRE,0.731437127,0.214485071,0
N84013,CURZON ROAD MEDICAL PRACTICE,0.470105123,0.37445313,0.007502126
N84014,AINSDALE VILLAGE SURGERY,0.545525559,0.275225326,0.012611897
N84015,BOOTLE VILLAGE SURGERY,0.391302519,0.334223261,0.008130872
N84016,MOORE STREET MEDICAL CENTRE,0.721099407,0.187273525,0.00523947
N84017,CHURCHTOWN MEDICAL CENTRE,0.35792144,0.379448256,0.02201126
N84018,THE VILLAGE SURGERY FORMBY,0.453536458,0.381492583,-98
N84019,NORTH PARK HEALTH CENTRE,0.27534106,0.346751642,0.016308148
N84020,BLUNDELLSANDS SURGERY,0.564899616,0.315745432,0.02897687
N84021,ST MARKS MEDICAL CENTRE,0.580260609,0.276168267,0.008724154
N84023,BRIDGE ROAD MEDICAL CENTRE,0.309425774,0.299859164,0.053692404
N84024,GRANGE SURGERY,0.50891539,0.299612132,0.016192018
N84025,WESTWAY MEDICAL CENTRE,0.244807889,0.426601911,0.005744232
N84026,CROSBY VILLAGE SURGERY,0.451848535,0.24282074,0.075242743
N84027,ORRELL PARK MEDICAL CENTRE,0.322728844,0.297363827,0.009756099
N84028,THE STRAND MEDICAL CENTRE,0.555320791,0.28029531,0
N84029,FORD MEDICAL PRACTICE,0.379914085,0.406993542,0
N84032,SUSSEX ROAD SURGERY,0.479140142,0.247198477,0.026334526
N84034,PARK STREET SURGERY,0.535139726,0.339976661,0
N84035,15 SEFTON ROAD,0.637802986,0.282915812,0.006845644
N84036,FRESHFIELD SURGERY,0.409186362,0.339368293,0.005735543
N84037,LINCOLN HOUSE SURGERY,0.440091476,0.308239728,0.016549557
N84038,CONCEPT HOUSE SURGERY,0.602018501,0.168015068,0.029449436
N84041,KINGSWAY SURGERY,0.406937495,0.338899914,0.014338302
N84043,SEAFORTH VILLAGE PRACTICE,0.421322826,0.287066217,0.049772103
N84605,LITHERLAND TOWN HALL HTH CTR (TAYLOR),0.63020749,0.270563282,0.011447374
N84611,ROE LANE SURGERY,0.579971764,0.273296795,0
N84613,THE CORNER SURGERY (DR MULLA),0.75189382,0.214179508,0
N84614,THE MARSHSIDE SURGERY (DR WAINWRIGHT),0.576469425,0.220434104,0.012616787
N84615,RAWSON ROAD MEDICAL CENTRE,0.521935676,0.329100933,0
N84616,SEFTON ROAD SURGERY,0.487591604,0.37281522,0.0398515
N84617,KEW SURGERY,0.427056316,0.311729256,0.015547501
N84618,THE HOLLIES,0.649591795,0.242520117,0.016898013
N84621,THORNTON PCT PRACTICE,0.470768,0.197330509,0.057437081
N84622,MAGHULL HEALTH CENTRE (DR THOMAS),0.751076002,0.178518534,0.009197771
N84624,MAGHULL HEALTH CENTRE,0.291701838,0.32528035,0.04873787
N84625,THE FAMILY SURGERY,0.524162066,0.265999183,0
N84626,HIGHTOWN VILLAGE SURGERY,0.68070337,0.23546905,0.005560923
N84627,CROSSWAYS PCT PRACTICE,0.531379674,0.216778025,0.056954061
N84630,NETHERTON PCT PRACTICE (DR CHOUDHARY),0.540980075,0.287477802,0
N85001,THE MEDICAL CENTRE,0.40518099,0.37118715,0.011796359
N85002,WEST KIRBY HEALTH CENTRE_WELLS SM,0.526750885,0.35235715,0.009455853
N85003,ALLPORT MEDICAL CENTRE_WALTON H,0.61153472,0.260480127,0
N85004,WEST KIRBY HEALTH CTR_SIDA EC,0.421641091,0.367561825,0.008570562
N85005,EASTHAM GROUP PRACTICE_BUSH KJ,0.521613145,0.348846465,0
N85006,CIVIC MED CTR_PILLOW SJ,0.535901767,0.339791152,0.013112089
N85007,HESWALL & PENSBY GROUP PRACTICE_RULE EM,0.514389963,0.372729293,0.011879742
N85008,WEST WIRRAL GROUP PRACTICE_JOHNSTON AR,0.451702259,0.390634714,0.008052866
N85009,COMMONFIELD RD SURGERY_BRODBIN C,0.602692307,0.248750912,0.026426023
N85011,WEST KIRBY HEALTH CENTRE_SMETHURST ME,0.489030176,0.353468839,0.00797157
N85012,ST.GEORGES MED CTR_RUDNICK S,0.630597316,0.232989574,0.029046704
N85013,UPTON GROUP PRACTICE_LARKIN PS,0.525680529,0.358641411,0.010054555
N85014,TOWNFIELD HEALTH CENTRE,0.492501238,0.329639286,0.027656062
N85015,DEVANEY MED CTR_BATES JW,0.676690527,0.266780179,0
N85016,RIVERSIDE SURGERY_WILLIAMS RM,0.614060228,0.253876429,0
N85017,CAVENDISH MEDICAL CENTRE_MELVILLE JA,0.746975241,0.13211259,0.025146766
N85018,VILLA MED CTR_COOKSON NMP,0.67770145,0.287796212,0
N85019,WHETSTONE LANE MED CTR_PLEASANCE CM,0.458830334,0.445712552,0.007621549
N85020,VICTORIA PARK HEALTH CTR_FREEMAN MJ,0.791037948,0.168064733,0.005140623
N85021,HAMILTON MED CTR_JAYAPRAKASAN CA,0.590688681,0.197114162,0.00591849
N85022,HOLMLANDS MED CTR_JOSHI VK,0.607748043,0.24372312,0
N85023,MANOR HEALTH CTR_MAGENNIS SPM,0.711216967,0.181680773,-98
N85024,SOMERVILLE MED CTR_SMYE RA,0.664006674,0.227044889,0.027995862
N85025,ST HILLARY GROUP PRACTICE,0.488183652,0.404939027,0
N85027,CENTRAL PARK MEDICAL CENTRE_MUKHERJEE SK,0.604433279,0.269283877,-98
N85028,MORETON CROSS GROUP PRACTICE_ALMAN R,0.521804664,0.303211317,0.005473601
N85029,FENDER WAY HEALTH CTR_REAM JE,0.577061015,0.228719049,0.014527645
N85031,GLADSTONE MED CTR_SALAHUDDIN M,0.497895869,0.167411956,0.013312115
N85032,GREASBY GROUP PRACTICE_COPPOCK PJ,0.494472136,0.3023497,0.022901925
N85034,PARKFIELD MED CTR_HAWTHORNTHWAITE EM,0.544689453,0.366409853,0.011257053
N85037,HEATHERLANDS MED CTR_CAMPHOR IA,0.579079216,0.214038781,0.005981371
N85038,VITTORIA MEDICAL CENTRE_EDWARDS RW,0.661519039,0.262581533,-98
N85040,MORETON HEALTH CENTRE_WRIGHT JEM,0.594833454,0.296408691,0.006113691
N85041,GREENWAY RD SURGERY_DOW SC,0.515980982,0.337792617,0
N85044,CLAUGHTON MEDICAL CENTRE,0.504028836,0.283736685,0
N85046,HOYLAKE RD MED CTR_ALI A,0.675758749,0.272392181,0.011269212
N85047,ORCHARD SURGERY_LANNIGAN BG,0.570920762,0.317874431,0.022298569
N85048,MORETON MEDICAL CENTRE_PEREIRA A,0.556495182,0.310879369,0.006553393
N85051,PARKFIELD MEDICAL CENTRE,0.577208848,0.30249961,0.006501073
N85052,GROVE RD SURGERY_TANDON R,0.743799394,0.193501555,0.006246507
N85053,FIELD RD HEALTH CTR_DOWNWARD DC,0.585257921,0.30287078,0.014036593
N85054,KINGS LANE MED CTR_KERSHAW D,0.547823534,0.302555101,0.025323153
N85056,WALLASEY VILLAGE GROUP PRAC_CAMERON EF,0.632467739,0.303592626,0
N85057,TEEHEY LANE SURGERY_SAGAR A,0.267024122,0.377795192,0.037433203
N85058,SILVERDALE MED CTR_HENNESSY TD,0.708344714,0.182002337,0.006107216
N85059,HOYLAKE & MEOLS MEDICAL CENTRE_WIGHT JA,0.614901645,0.276223901,0.010031599
N85614,MANTGANI AB & PARTNER (SEABANK-PC905),0.553808425,0.305201063,0.006989755
N85616,LISCARD GROUP PRACTICE_STAPLES B,0.533683062,0.255370594,-98
N85617,SPITAL SURGERY_FRANCIS GG,0.604324339,0.29311806,0.009445639
N85619,MANTGANI AB & PARTNERS(EARLSTON-PC913),0.592394194,0.245201511,0.0082207
N85620,GROVE MED CTR_ROBERTS A,0.65868866,0.237203516,0.029029319
N85624,LEASOWE MED CTR_RYAN KE,-97,-97,-97
N85625,MANTGANI AB & PARTNERS (MIRIAM-PC892),0.693968953,0.20765094,0.020846918
N85629,EGREMONT MED CTR_HICKEY JJM,0.769660476,0.126690834,0.013605395
N85633,CHURCH ROAD MEDICAL CENTRE,0.66022332,0.280688359,0.009827781
